=== MÉTRICAS FINALES ===
Distancia recorrida (m),Distancia óptima (m),Diferencia (m),Eficiencia (%),Compensación inicial (m)
13.36,10.67,2.69,79.84,0.00

=== RUTAS POSIBLES ===
Número de Ruta,Waypoints,Distancia (m),Es Óptima
561,start -> helado R -> yuca R -> huevo R -> cerdo R -> res R -> papa R -> cashier,19.44,No
562,start -> res R -> cerdo R -> papa R -> helado R -> huevo R -> yuca R -> cashier,19.44,No
563,start -> res R -> huevo R -> papa R -> yuca R -> helado R -> cerdo R -> cashier,19.47,No
564,start -> papa R -> res R -> huevo R -> helado R -> yuca R -> cerdo R -> cashier,19.47,No
565,start -> yuca R -> res R -> papa R -> huevo R -> helado R -> cerdo R -> cashier,19.48,No
566,start -> papa R -> huevo R -> cerdo R -> yuca R -> helado R -> res R -> cashier,19.48,No
567,start -> papa R -> helado R -> huevo R -> yuca R -> cerdo R -> res R -> cashier,19.49,No
568,start -> yuca R -> helado R -> papa R -> cerdo R -> res R -> huevo R -> cashier,19.51,No
569,start -> papa R -> res R -> yuca R -> huevo R -> helado R -> cerdo R -> cashier,19.51,No
570,start -> helado R -> yuca R -> huevo R -> papa R -> res R -> cerdo R -> cashier,19.53,No
571,start -> huevo R -> yuca R -> helado R -> cerdo R -> res R -> papa R -> cashier,19.53,No
572,start -> huevo R -> yuca R -> helado R -> papa R -> res R -> cerdo R -> cashier,19.54,No
573,start -> papa R -> res R -> cerdo R -> huevo R -> helado R -> yuca R -> cashier,19.55,No
574,start -> cerdo R -> res R -> papa R -> huevo R -> helado R -> yuca R -> cashier,19.56,No
575,start -> yuca R -> cerdo R -> res R -> helado R -> huevo R -> papa R -> cashier,19.57,No
576,start -> res R -> cerdo R -> yuca R -> helado R -> papa R -> huevo R -> cashier,19.59,No
577,start -> papa R -> cerdo R -> huevo R -> res R -> helado R -> yuca R -> cashier,19.62,No
578,start -> cerdo R -> papa R -> huevo R -> res R -> helado R -> yuca R -> cashier,19.63,No
579,start -> res R -> papa R -> helado R -> cerdo R -> yuca R -> huevo R -> cashier,19.69,No
580,start -> yuca R -> helado R -> huevo R -> res R -> cerdo R -> papa R -> cashier,19.70,No
581,start -> papa R -> helado R -> yuca R -> cerdo R -> res R -> huevo R -> cashier,19.77,No
582,start -> yuca R -> res R -> cerdo R -> helado R -> papa R -> huevo R -> cashier,19.78,No
583,start -> res R -> cerdo R -> yuca R -> helado R -> huevo R -> papa R -> cashier,19.78,No
584,start -> cerdo R -> huevo R -> papa R -> helado R -> yuca R -> res R -> cashier,19.80,No
585,start -> papa R -> helado R -> cerdo R -> res R -> yuca R -> huevo R -> cashier,19.81,No
586,start -> cerdo R -> huevo R -> papa R -> helado R -> res R -> yuca R -> cashier,19.81,No
587,start -> yuca R -> huevo R -> cerdo R -> papa R -> helado R -> res R -> cashier,19.83,No
588,start -> yuca R -> cerdo R -> helado R -> papa R -> res R -> huevo R -> cashier,19.84,No
589,start -> papa R -> helado R -> huevo R -> res R -> cerdo R -> yuca R -> cashier,19.85,No
590,start -> papa R -> huevo R -> cerdo R -> helado R -> yuca R -> res R -> cashier,19.87,No
591,start -> papa R -> huevo R -> cerdo R -> helado R -> res R -> yuca R -> cashier,19.88,No
592,start -> yuca R -> res R -> cerdo R -> huevo R -> helado R -> papa R -> cashier,19.89,No
593,start -> res R -> papa R -> helado R -> huevo R -> yuca R -> cerdo R -> cashier,19.89,No
594,start -> yuca R -> huevo R -> papa R -> cerdo R -> helado R -> res R -> cashier,19.90,No
595,start -> cerdo R -> res R -> yuca R -> huevo R -> helado R -> papa R -> cashier,19.94,No
596,start -> yuca R -> res R -> cerdo R -> helado R -> huevo R -> papa R -> cashier,19.97,No
597,start -> papa R -> helado R -> huevo R -> yuca R -> res R -> cerdo R -> cashier,20.01,No
598,start -> yuca R -> cerdo R -> helado R -> huevo R -> res R -> papa R -> cashier,20.03,No
599,start -> yuca R -> helado R -> papa R -> res R -> cerdo R -> huevo R -> cashier,20.04,No
600,start -> res R -> helado R -> papa R -> cerdo R -> huevo R -> yuca R -> cashier,20.04,No
601,start -> yuca R -> cerdo R -> huevo R -> papa R -> helado R -> res R -> cashier,20.05,No
602,start -> res R -> huevo R -> yuca R -> papa R -> helado R -> cerdo R -> cashier,20.07,No
603,start -> cerdo R -> res R -> papa R -> helado R -> yuca R -> huevo R -> cashier,20.08,No
604,start -> cerdo R -> yuca R -> huevo R -> papa R -> helado R -> res R -> cashier,20.09,No
605,start -> yuca R -> helado R -> cerdo R -> res R -> papa R -> huevo R -> cashier,20.12,No
606,start -> res R -> helado R -> cerdo R -> papa R -> huevo R -> yuca R -> cashier,20.12,No
607,start -> papa R -> res R -> cerdo R -> helado R -> yuca R -> huevo R -> cashier,20.15,No
608,start -> cerdo R -> huevo R -> papa R -> res R -> helado R -> yuca R -> cashier,20.15,No
609,start -> res R -> helado R -> yuca R -> huevo R -> cerdo R -> papa R -> cashier,20.16,No
610,start -> cerdo R -> res R -> papa R -> helado R -> huevo R -> yuca R -> cashier,20.16,No
611,start -> papa R -> huevo R -> yuca R -> cerdo R -> helado R -> res R -> cashier,20.16,No
612,start -> yuca R -> helado R -> papa R -> cerdo R -> huevo R -> res R -> cashier,20.18,No
613,start -> cerdo R -> papa R -> helado R -> yuca R -> huevo R -> res R -> cashier,20.22,No
614,start -> papa R -> res R -> cerdo R -> helado R -> huevo R -> yuca R -> cashier,20.23,No
615,start -> yuca R -> helado R -> huevo R -> cerdo R -> res R -> papa R -> cashier,20.23,No
616,start -> cerdo R -> papa R -> helado R -> res R -> huevo R -> yuca R -> cashier,20.23,No
617,start -> res R -> helado R -> yuca R -> huevo R -> papa R -> cerdo R -> cashier,20.24,No
618,start -> yuca R -> helado R -> cerdo R -> papa R -> huevo R -> res R -> cashier,20.25,No
619,start -> res R -> helado R -> papa R -> huevo R -> cerdo R -> yuca R -> cashier,20.26,No
620,start -> papa R -> cerdo R -> helado R -> yuca R -> huevo R -> res R -> cashier,20.29,No
621,start -> papa R -> cerdo R -> helado R -> res R -> huevo R -> yuca R -> cashier,20.30,No
622,start -> yuca R -> helado R -> res R -> huevo R -> cerdo R -> papa R -> cashier,20.30,No
623,start -> yuca R -> helado R -> huevo R -> papa R -> res R -> cerdo R -> cashier,20.32,No
624,start -> res R -> helado R -> yuca R -> cerdo R -> huevo R -> papa R -> cashier,20.38,No
625,start -> res R -> cerdo R -> yuca R -> huevo R -> helado R -> papa R -> cashier,20.38,No
626,start -> yuca R -> helado R -> res R -> huevo R -> papa R -> cerdo R -> cashier,20.39,No
627,start -> res R -> huevo R -> cerdo R -> papa R -> helado R -> yuca R -> cashier,20.39,No
628,start -> papa R -> helado R -> yuca R -> cerdo R -> huevo R -> res R -> cashier,20.43,No
629,start -> cerdo R -> yuca R -> helado R -> papa R -> huevo R -> res R -> cashier,20.44,No
630,start -> papa R -> helado R -> res R -> huevo R -> cerdo R -> yuca R -> cashier,20.44,No
631,start -> res R -> huevo R -> papa R -> cerdo R -> helado R -> yuca R -> cashier,20.47,No
632,start -> papa R -> helado R -> cerdo R -> huevo R -> yuca R -> res R -> cashier,20.48,No
633,start -> cerdo R -> helado R -> papa R -> huevo R -> yuca R -> res R -> cashier,20.48,No
634,start -> papa R -> huevo R -> res R -> helado R -> cerdo R -> yuca R -> cashier,20.52,No
635,start -> yuca R -> cerdo R -> res R -> huevo R -> helado R -> papa R -> cashier,20.53,No
636,start -> cerdo R -> huevo R -> yuca R -> res R -> helado R -> papa R -> cashier,20.53,No
637,start -> yuca R -> res R -> helado R -> cerdo R -> huevo R -> papa R -> cashier,20.56,No
638,start -> cerdo R -> yuca R -> helado R -> res R -> huevo R -> papa R -> cashier,20.57,No
639,start -> yuca R -> res R -> helado R -> papa R -> huevo R -> cerdo R -> cashier,20.57,No
640,start -> cerdo R -> helado R -> res R -> yuca R -> huevo R -> papa R -> cashier,20.61,No
641,start -> papa R -> helado R -> res R -> yuca R -> huevo R -> cerdo R -> cashier,20.61,No
642,start -> papa R -> huevo R -> res R -> helado R -> yuca R -> cerdo R -> cashier,20.64,No
643,start -> papa R -> huevo R -> yuca R -> res R -> helado R -> cerdo R -> cashier,20.69,No
644,start -> papa R -> huevo R -> cerdo R -> res R -> helado R -> yuca R -> cashier,20.72,No
645,start -> cerdo R -> huevo R -> yuca R -> helado R -> papa R -> res R -> cashier,20.75,No
646,start -> res R -> yuca R -> helado R -> cerdo R -> huevo R -> papa R -> cashier,20.77,No
647,start -> res R -> yuca R -> helado R -> papa R -> huevo R -> cerdo R -> cashier,20.78,No
648,start -> yuca R -> helado R -> cerdo R -> huevo R -> papa R -> res R -> cashier,20.78,No
649,start -> cerdo R -> helado R -> yuca R -> huevo R -> papa R -> res R -> cashier,20.82,No
650,start -> papa R -> res R -> helado R -> cerdo R -> huevo R -> yuca R -> cashier,20.83,No
651,start -> cerdo R -> helado R -> res R -> papa R -> huevo R -> yuca R -> cashier,20.84,No
652,start -> papa R -> helado R -> cerdo R -> huevo R -> res R -> yuca R -> cashier,20.84,No
653,start -> cerdo R -> helado R -> papa R -> huevo R -> res R -> yuca R -> cashier,20.84,No
654,start -> cerdo R -> huevo R -> yuca R -> helado R -> res R -> papa R -> cashier,20.87,No
655,start -> cerdo R -> huevo R -> res R -> yuca R -> helado R -> papa R -> cashier,20.88,No
656,start -> yuca R -> huevo R -> helado R -> cerdo R -> res R -> papa R -> cashier,20.91,No
657,start -> yuca R -> helado R -> res R -> papa R -> huevo R -> cerdo R -> cashier,20.91,No
658,start -> yuca R -> huevo R -> helado R -> papa R -> res R -> cerdo R -> cashier,20.92,No
659,start -> papa R -> res R -> helado R -> yuca R -> huevo R -> cerdo R -> cashier,20.95,No
660,start -> cerdo R -> helado R -> yuca R -> res R -> huevo R -> papa R -> cashier,20.96,No
661,start -> papa R -> helado R -> yuca R -> res R -> huevo R -> cerdo R -> cashier,20.96,No
662,start -> yuca R -> huevo R -> res R -> helado R -> cerdo R -> papa R -> cashier,20.98,No
663,start -> yuca R -> huevo R -> res R -> helado R -> papa R -> cerdo R -> cashier,20.99,No
664,start -> res R -> papa R -> huevo R -> cerdo R -> helado R -> yuca R -> cashier,20.99,No
665,start -> papa R -> huevo R -> res R -> yuca R -> helado R -> cerdo R -> cashier,21.04,No
666,start -> res R -> helado R -> cerdo R -> yuca R -> huevo R -> papa R -> cashier,21.06,No
667,start -> res R -> helado R -> papa R -> huevo R -> yuca R -> cerdo R -> cashier,21.07,No
668,start -> yuca R -> cerdo R -> helado R -> papa R -> huevo R -> res R -> cashier,21.08,No
669,start -> cerdo R -> huevo R -> res R -> papa R -> helado R -> yuca R -> cashier,21.11,No
670,start -> papa R -> helado R -> cerdo R -> yuca R -> huevo R -> res R -> cashier,21.11,No
671,start -> yuca R -> cerdo R -> huevo R -> res R -> helado R -> papa R -> cashier,21.13,No
672,start -> cerdo R -> yuca R -> huevo R -> res R -> helado R -> papa R -> cashier,21.17,No
673,start -> papa R -> res R -> huevo R -> cerdo R -> helado R -> yuca R -> cashier,21.18,No
674,start -> res R -> huevo R -> yuca R -> helado R -> cerdo R -> papa R -> cashier,21.19,No
675,start -> res R -> huevo R -> yuca R -> helado R -> papa R -> cerdo R -> cashier,21.19,No
676,start -> yuca R -> cerdo R -> helado R -> res R -> huevo R -> papa R -> cashier,21.20,No
677,start -> papa R -> helado R -> res R -> huevo R -> yuca R -> cerdo R -> cashier,21.25,No
678,start -> yuca R -> helado R -> papa R -> huevo R -> cerdo R -> res R -> cashier,21.28,No
679,start -> res R -> huevo R -> papa R -> helado R -> cerdo R -> yuca R -> cashier,21.29,No
680,start -> papa R -> helado R -> yuca R -> huevo R -> cerdo R -> res R -> cashier,21.31,No
681,start -> papa R -> helado R -> res R -> cerdo R -> huevo R -> yuca R -> cashier,21.33,No
682,start -> res R -> huevo R -> cerdo R -> yuca R -> helado R -> papa R -> cashier,21.33,No
683,start -> cerdo R -> res R -> helado R -> papa R -> huevo R -> yuca R -> cashier,21.33,No
684,start -> res R -> yuca R -> huevo R -> cerdo R -> helado R -> papa R -> cashier,21.37,No
685,start -> yuca R -> huevo R -> cerdo R -> helado R -> papa R -> res R -> cashier,21.38,No
686,start -> papa R -> huevo R -> yuca R -> helado R -> cerdo R -> res R -> cashier,21.39,No
687,start -> yuca R -> helado R -> res R -> cerdo R -> huevo R -> papa R -> cashier,21.40,No
688,start -> res R -> huevo R -> papa R -> helado R -> yuca R -> cerdo R -> cashier,21.41,No
689,start -> cerdo R -> res R -> helado R -> yuca R -> huevo R -> papa R -> cashier,21.45,No
690,start -> res R -> yuca R -> huevo R -> papa R -> helado R -> cerdo R -> cashier,21.46,No
691,start -> res R -> cerdo R -> huevo R -> papa R -> helado R -> yuca R -> cashier,21.49,No
692,start -> yuca R -> huevo R -> cerdo R -> helado R -> res R -> papa R -> cashier,21.51,No
693,start -> yuca R -> res R -> huevo R -> cerdo R -> helado R -> papa R -> cashier,21.52,No
694,start -> papa R -> huevo R -> yuca R -> helado R -> res R -> cerdo R -> cashier,21.53,No
695,start -> yuca R -> huevo R -> papa R -> res R -> helado R -> cerdo R -> cashier,21.60,No
696,start -> res R -> papa R -> helado R -> cerdo R -> huevo R -> yuca R -> cashier,21.60,No
697,start -> yuca R -> res R -> huevo R -> papa R -> helado R -> cerdo R -> cashier,21.60,No
698,start -> cerdo R -> res R -> huevo R -> papa R -> helado R -> yuca R -> cashier,21.68,No
699,start -> res R -> papa R -> helado R -> yuca R -> huevo R -> cerdo R -> cashier,21.72,No
700,start -> papa R -> huevo R -> res R -> cerdo R -> helado R -> yuca R -> cashier,21.75,No
701,start -> cerdo R -> helado R -> papa R -> res R -> huevo R -> yuca R -> cashier,21.79,No
702,start -> res R -> papa R -> huevo R -> yuca R -> helado R -> cerdo R -> cashier,21.80,No
703,start -> yuca R -> helado R -> cerdo R -> huevo R -> res R -> papa R -> cashier,21.86,No
704,start -> yuca R -> helado R -> papa R -> res R -> huevo R -> cerdo R -> cashier,21.87,No
705,start -> cerdo R -> helado R -> yuca R -> huevo R -> res R -> papa R -> cashier,21.90,No
706,start -> yuca R -> huevo R -> papa R -> helado R -> cerdo R -> res R -> cashier,21.96,No
707,start -> papa R -> res R -> huevo R -> yuca R -> helado R -> cerdo R -> cashier,21.98,No
708,start -> yuca R -> huevo R -> cerdo R -> res R -> helado R -> papa R -> cashier,22.01,No
709,start -> res R -> huevo R -> yuca R -> cerdo R -> helado R -> papa R -> cashier,22.01,No
710,start -> yuca R -> huevo R -> papa R -> helado R -> res R -> cerdo R -> cashier,22.09,No
711,start -> res R -> cerdo R -> helado R -> papa R -> huevo R -> yuca R -> cashier,22.17,No
712,start -> res R -> cerdo R -> huevo R -> yuca R -> helado R -> papa R -> cashier,22.21,No
713,start -> res R -> cerdo R -> helado R -> yuca R -> huevo R -> papa R -> cashier,22.29,No
714,start -> papa R -> helado R -> cerdo R -> res R -> huevo R -> yuca R -> cashier,22.36,No
715,start -> cerdo R -> res R -> huevo R -> yuca R -> helado R -> papa R -> cashier,22.40,No
716,start -> yuca R -> helado R -> cerdo R -> res R -> huevo R -> papa R -> cashier,22.43,No
717,start -> yuca R -> helado R -> papa R -> huevo R -> res R -> cerdo R -> cashier,22.44,No
718,start -> papa R -> helado R -> yuca R -> huevo R -> res R -> cerdo R -> cashier,22.48,No
719,start -> yuca R -> huevo R -> res R -> papa R -> helado R -> cerdo R -> cashier,22.55,No
720,start -> yuca R -> huevo R -> res R -> cerdo R -> helado R -> papa R -> cashier,23.04,No

=== UBICACIONES ===
Nombre,X,Y,Tipo
huevo R,1.1940,0.1013,Producto
helado R,0.9537,1.4645,Producto
cerdo R,2.9389,0.1476,Producto
res R,2.6812,1.6237,Producto
yuca R,4.4034,1.4846,Producto
papa R,4.5722,-0.1056,Producto
cashier,0.1000,2.0000,Caja

=== RUTA SEGUIDA ===
X,Y
-0.0000,-0.0000
-0.0000,-0.0000
-0.0000,-0.0000
-0.0000,-0.0000
-0.0000,-0.0000
-0.0000,-0.0000
-0.0000,-0.0000
-0.0000,-0.0000
0.0001,0.0000
0.0008,0.0000
0.0023,0.0000
0.0045,0.0000
0.0086,0.0000
0.0137,-0.0000
0.0198,-0.0000
0.0266,-0.0000
0.0327,0.0000
0.0405,0.0000
0.0484,0.0001
0.0563,0.0002
0.0642,0.0003
0.0705,0.0003
0.0785,0.0004
0.0864,0.0006
0.0927,0.0007
0.1007,0.0008
0.1086,0.0010
0.1164,0.0011
0.1242,0.0013
0.1304,0.0014
0.1383,0.0015
0.1463,0.0017
0.1526,0.0019
0.1604,0.0020
0.1683,0.0022
0.1760,0.0024
0.1838,0.0026
0.1901,0.0027
0.1979,0.0029
0.2057,0.0031
0.2134,0.0033
0.2212,0.0036
0.2272,0.0037
0.2348,0.0039
0.2422,0.0042
0.2482,0.0043
0.2565,0.0065
0.2657,0.0070
0.2721,0.0073
0.2814,0.0078
0.2877,0.0081
0.2943,0.0084
0.3035,0.0089
0.3099,0.0092
0.3164,0.0095
0.3255,0.0100
0.3321,0.0103
0.3412,0.0108
0.3476,0.0111
0.3545,0.0115
0.3635,0.0120
0.3698,0.0123
0.3766,0.0127
0.3853,0.0131
0.3922,0.0135
0.4009,0.0140
0.4071,0.0143
0.4142,0.0147
0.4229,0.0151
0.4300,0.0155
0.4385,0.0160
0.4446,0.0163
0.4516,0.0166
0.4597,0.0169
0.4656,0.0172
0.4723,0.0174
0.4799,0.0176
0.4864,0.0178
0.4937,0.0179
0.4991,0.0180
0.5054,0.0181
0.5127,0.0181
0.5181,0.0181
0.5117,0.0130
0.5198,0.0128
0.5254,0.0127
0.5333,0.0124
0.5388,0.0122
0.5446,0.0120
0.5525,0.0117
0.5582,0.0114
0.5661,0.0110
0.5714,0.0108
0.5773,0.0105
0.5849,0.0100
0.5903,0.0097
0.5961,0.0094
0.6037,0.0089
0.6098,0.0086
0.6177,0.0081
0.6234,0.0077
0.6299,0.0073
0.6376,0.0068
0.6433,0.0065
0.6497,0.0061
0.6575,0.0055
0.6642,0.0051
0.6723,0.0046
0.6782,0.0042
0.6848,0.0037
0.6924,0.0032
0.6988,0.0028
0.7061,0.0023
0.7115,0.0020
0.7178,0.0016
0.7250,0.0012
0.7305,0.0009
0.7369,0.0005
0.7442,0.0002
0.7508,-0.0001
0.7583,-0.0004
0.7641,-0.0007
0.7711,-0.0009
0.7607,-0.0052
0.7668,-0.0054
0.7732,-0.0055
0.7823,-0.0057
0.7889,-0.0059
0.7981,-0.0060
0.8043,-0.0061
0.8112,-0.0061
0.8202,-0.0062
0.8270,-0.0063
0.8360,-0.0063
0.8423,-0.0063
0.8493,-0.0063
0.8581,-0.0063
0.8646,-0.0062
0.8715,-0.0062
0.8802,-0.0061
0.8872,-0.0061
0.8958,-0.0060
0.9021,-0.0060
0.9092,-0.0059
0.9179,-0.0058
0.9242,-0.0058
0.9314,-0.0057
0.9399,-0.0056
0.9470,-0.0055
0.9556,-0.0054
0.9619,-0.0053
0.9693,-0.0052
0.9776,-0.0051
0.9849,-0.0050
0.9932,-0.0048
0.9994,-0.0047
1.0061,-0.0046
1.0120,-0.0045
1.0145,-0.0044
0.9800,-0.0251
0.9805,-0.0251
0.9804,-0.0251
0.9803,-0.0251
0.9802,-0.0251
0.9802,-0.0251
0.9801,-0.0251
0.9800,-0.0251
0.9800,-0.0251
0.9799,-0.0251
0.9799,-0.0251
0.9798,-0.0251
0.9798,-0.0251
0.9797,-0.0251
0.9797,-0.0251
0.9797,-0.0251
0.9796,-0.0251
0.9796,-0.0251
0.9796,-0.0251
0.9795,-0.0251
0.9795,-0.0251
0.9795,-0.0251
0.9795,-0.0251
0.9794,-0.0251
0.9794,-0.0251
0.9794,-0.0251
0.9794,-0.0251
0.9794,-0.0251
0.9794,-0.0251
0.9793,-0.0251
0.9793,-0.0251
0.9793,-0.0251
0.9793,-0.0251
0.9793,-0.0251
0.9793,-0.0251
0.9792,-0.0251
0.9792,-0.0251
0.9795,-0.0251
0.9806,-0.0251
0.9833,-0.0251
0.9875,-0.0252
0.9918,-0.0252
0.9978,-0.0252
1.0049,-0.0253
1.0119,-0.0254
1.0199,-0.0256
1.0261,-0.0258
1.0336,-0.0261
1.0420,-0.0265
1.0484,-0.0268
1.0559,-0.0273
1.0640,-0.0280
1.0716,-0.0285
1.0796,-0.0294
1.0859,-0.0301
1.0935,-0.0308
1.1015,-0.0319
1.1077,-0.0327
1.1153,-0.0336
1.1231,-0.0349
1.1306,-0.0359
1.1385,-0.0374
1.1447,-0.0384
1.1524,-0.0395
1.1604,-0.0411
1.1680,-0.0422
1.1759,-0.0439
1.1821,-0.0450
1.1896,-0.0462
1.1975,-0.0479
1.2037,-0.0491
1.2114,-0.0504
1.2193,-0.0521
1.2269,-0.0535
1.2348,-0.0553
1.2410,-0.0565
1.2147,-0.0657
1.2240,-0.0677
1.2300,-0.0691
1.2365,-0.0705
1.2454,-0.0726
1.2519,-0.0740
1.2606,-0.0760
1.2666,-0.0774
1.2732,-0.0789
1.2819,-0.0809
1.2886,-0.0824
1.2972,-0.0843
1.3033,-0.0857
1.3100,-0.0872
1.3185,-0.0891
1.3247,-0.0905
1.3316,-0.0920
1.3402,-0.0938
1.3471,-0.0953
1.3557,-0.0972
1.3619,-0.0985
1.3688,-0.1000
1.3773,-0.1019
1.3835,-0.1032
1.3906,-0.1047
1.3990,-0.1065
1.4061,-0.1080
1.4144,-0.1097
1.4205,-0.1109
1.4277,-0.1124
1.4360,-0.1141
1.4433,-0.1156
1.4515,-0.1172
1.4576,-0.1184
1.4648,-0.1198
1.4729,-0.1213
1.4381,-0.1083
1.4445,-0.1095
1.4536,-0.1110
1.4600,-0.1121
1.4690,-0.1136
1.4751,-0.1146
1.4818,-0.1156
1.4908,-0.1170
1.4970,-0.1180
1.5037,-0.1190
1.5125,-0.1203
1.5194,-0.1214
1.5282,-0.1226
1.5344,-0.1235
1.5414,-0.1246
1.5501,-0.1257
1.5571,-0.1267
1.5656,-0.1278
1.5719,-0.1287
1.5789,-0.1296
1.5877,-0.1307
1.5940,-0.1315
1.6011,-0.1325
1.6095,-0.1335
1.6166,-0.1344
1.6249,-0.1354
1.6310,-0.1362
1.6382,-0.1371
1.6466,-0.1381
1.6528,-0.1389
1.6601,-0.1398
1.6684,-0.1408
1.6757,-0.1417
1.6838,-0.1426
1.6901,-0.1434
1.6974,-0.1443
1.6712,-0.1575
1.6778,-0.1584
1.6869,-0.1596
1.6932,-0.1604
1.6998,-0.1613
1.7087,-0.1624
1.7150,-0.1632
1.7218,-0.1641
1.7307,-0.1652
1.7375,-0.1661
1.7463,-0.1672
1.7526,-0.1680
1.7596,-0.1689
1.7682,-0.1699
1.7744,-0.1706
1.7813,-0.1714
1.7899,-0.1724
1.7969,-0.1732
1.8055,-0.1741
1.8119,-0.1747
1.8190,-0.1754
1.8274,-0.1762
1.8336,-0.1767
1.8407,-0.1773
1.8491,-0.1779
1.8563,-0.1785
1.8647,-0.1789
1.8710,-0.1793
1.8783,-0.1797
1.8867,-0.1800
1.8940,-0.1804
1.9024,-0.1805
1.9087,-0.1807
1.9161,-0.1809
1.9246,-0.1809
1.9309,-0.1809
1.9178,-0.1675
1.9268,-0.1672
1.9336,-0.1670
1.9426,-0.1666
1.9489,-0.1664
1.9556,-0.1662
1.9646,-0.1657
1.9709,-0.1654
1.9778,-0.1651
1.9866,-0.1645
1.9936,-0.1642
2.0023,-0.1636
2.0086,-0.1633
2.0156,-0.1629
2.0243,-0.1623
2.0314,-0.1619
2.0399,-0.1612
2.0461,-0.1608
2.0531,-0.1604
2.0616,-0.1597
2.0678,-0.1593
2.0750,-0.1588
2.0836,-0.1581
2.0907,-0.1576
2.0993,-0.1569
2.1056,-0.1564
2.1130,-0.1559
2.1214,-0.1553
2.1277,-0.1548
2.1351,-0.1543
2.1434,-0.1537
2.1507,-0.1533
2.1587,-0.1528
2.1645,-0.1524
2.1715,-0.1521
2.1792,-0.1517
2.1862,-0.1514
2.1765,-0.1451
2.1822,-0.1448
2.1886,-0.1446
2.1969,-0.1442
2.2028,-0.1440
2.2094,-0.1438
2.2182,-0.1435
2.2251,-0.1433
2.2338,-0.1430
2.2400,-0.1428
2.2467,-0.1426
2.2551,-0.1424
2.2610,-0.1422
2.2677,-0.1420
2.2759,-0.1417
2.2826,-0.1415
2.2906,-0.1412
2.2965,-0.1410
2.3031,-0.1408
2.3110,-0.1406
2.3177,-0.1403
2.3257,-0.1401
2.3314,-0.1399
2.3379,-0.1396
2.3453,-0.1393
2.3508,-0.1391
2.3571,-0.1389
2.3644,-0.1385
2.3707,-0.1383
2.3778,-0.1379
2.3831,-0.1377
2.3891,-0.1374
2.3958,-0.1370
2.4009,-0.1367
2.4068,-0.1364
2.4133,-0.1360
2.4193,-0.1357
2.4258,-0.1352
2.4308,-0.1349
2.4367,-0.1345
2.4432,-0.1340
2.4287,-0.1491
2.4357,-0.1484
2.4408,-0.1479
2.4461,-0.1474
2.4533,-0.1467
2.4582,-0.1461
2.4637,-0.1456
2.4705,-0.1448
2.4757,-0.1442
2.4823,-0.1434
2.4868,-0.1428
2.4919,-0.1422
2.4984,-0.1413
2.5030,-0.1407
2.5083,-0.1400
2.5145,-0.1391
2.5197,-0.1384
2.5261,-0.1374
2.5308,-0.1367
2.5366,-0.1358
2.5436,-0.1346
2.5489,-0.1337
2.5553,-0.1326
2.5625,-0.1313
2.5690,-0.1301
2.5767,-0.1286
2.5826,-0.1274
2.5898,-0.1261
2.5979,-0.1244
2.6052,-0.1230
2.6134,-0.1212
2.6195,-0.1199
2.6269,-0.1184
2.6349,-0.1165
2.6410,-0.1152
2.6482,-0.1136
2.6562,-0.1117
2.6635,-0.1101
2.6715,-0.1082
2.6777,-0.1067
2.6851,-0.1050
2.6931,-0.1030
2.6993,-0.1016
2.6866,-0.0851
2.6952,-0.0826
2.7017,-0.0808
2.7103,-0.0783
2.7164,-0.0766
2.7232,-0.0747
2.7317,-0.0722
2.7384,-0.0703
2.7469,-0.0678
2.7528,-0.0661
2.7596,-0.0642
2.7680,-0.0617
2.7741,-0.0600
2.7809,-0.0580
2.7890,-0.0557
2.7950,-0.0540
2.8002,-0.0524
2.8021,-0.0519
2.8028,-0.0517
2.8029,-0.0516
2.8028,-0.0516
2.8028,-0.0517
2.8028,-0.0517
2.8027,-0.0517
2.8027,-0.0517
2.8027,-0.0517
2.8027,-0.0517
2.8026,-0.0517
2.8026,-0.0517
2.8026,-0.0517
2.8026,-0.0517
2.8025,-0.0517
2.8025,-0.0517
2.8025,-0.0518
2.8025,-0.0518
2.8025,-0.0518
2.8025,-0.0518
2.8025,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8023,-0.0518
2.8024,-0.0518
2.8024,-0.0518
2.8023,-0.0518
2.8025,-0.0518
2.8034,-0.0515
2.8051,-0.0510
2.8084,-0.0501
2.8126,-0.0489
2.8174,-0.0476
2.8229,-0.0462
2.8278,-0.0450
2.8342,-0.0435
2.8415,-0.0421
2.8475,-0.0409
2.8547,-0.0395
2.8623,-0.0385
2.8696,-0.0373
2.8772,-0.0366
2.8832,-0.0360
2.8728,0.0060
2.8815,0.0068
2.8879,0.0074
2.8966,0.0079
2.9025,0.0082
2.9089,0.0085
2.9175,0.0085
2.9236,0.0084
2.9302,0.0084
2.9388,0.0079
2.9454,0.0076
2.9541,0.0068
2.9482,0.0280
2.9488,0.0368
2.9579,0.0359
2.9643,0.0352
2.9711,0.0345
2.9802,0.0332
2.9870,0.0323
2.9961,0.0306
3.0025,0.0295
3.0093,0.0283
3.0178,0.0265
3.0246,0.0251
3.0332,0.0231
